pickup lat, pickup lon, hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments,coffee,trending,food,sights,arts,specials,topPicks,outdoors,shops,drinks,neighborhood,cluster
40.72,-74.04,22,6,1.5,62.95,2.33,12.65,0,0.33,0.5,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,23,10,1.8,25.69,5.6,3.9,0,0.4,0.3,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,3,5,1,27.15,9.2,5.36,0,0.2,0.4,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,4,4,1,8.02,6.25,2.89,0,0.5,0.25,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,5,3,1.33,43.7,7.67,6.78,0,0.67,0.33,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,6,7,1,24.46,14.43,5.86,0,0.43,0.57,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,7,15,1,12.8,20.46,3.59,0,0.2,0.8,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,8,6,1.83,18.85,15,4.08,0,0.67,0.33,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.04,9,11,2.27,44.44,19.91,7.03,0,0.82,0.18,133,3,155,40,137,82,43,98,89,158,Hoboken,26
40.72,-74.05,0,1,1,20.8,0,5.4,0,0,0,16,2,85,8,28,11,24,16,44,22,Jersey City,7
40.72,-74.05,10,4,1.25,29.4,13,3.58,0,0.75,0.25,16,2,85,8,28,11,24,16,44,22,Jersey City,18
40.72,-74.05,11,8,1,9.93,8.75,4.15,0,0.38,0.62,16,2,85,8,28,11,24,16,44,22,Jersey City,23
40.72,-74.05,13,1,1,19.81,70,19.9,0,0,1,16,2,85,8,28,11,24,16,44,22,Jersey City,10
40.72,-74.05,15,3,1,133.16,46.67,33.13,0,0.67,0.33,16,2,85,8,28,11,24,16,44,22,Jersey City,13
40.72,-74.05,18,4,1,10.95,9,1.68,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,22
40.72,-74.05,19,3,1,9.72,7.33,3,0,0.67,0.33,16,2,85,8,28,11,24,16,44,22,Jersey City,12
40.72,-74.05,20,2,3,15.83,14.5,2.81,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,29
40.72,-74.05,23,1,1,0.3,1,1.7,0,0,0,16,2,85,8,28,11,24,16,44,22,Jersey City,0
40.72,-74.05,3,4,1,26.86,4,4.1,0,0.5,0.5,16,2,85,8,28,11,24,16,44,22,Jersey City,24
40.72,-74.05,4,1,1,25.3,0,3.1,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,6
40.72,-74.05,6,2,1,45.03,5,6.35,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,21
40.72,-74.06,0,1,1,8.76,6,0.92,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,7
40.72,-74.06,1,2,3.5,59.93,5.5,7.11,0,0.5,0,16,2,85,8,28,11,24,16,44,22,Jersey City,9
40.72,-74.06,10,36,1.36,17.42,13.47,3.98,0,0.61,0.39,16,2,85,8,28,11,24,16,44,22,Jersey City,18
40.72,-74.06,11,18,1,18.44,18.39,3.72,0.06,0.44,0.56,16,2,85,8,28,11,24,16,44,22,Jersey City,23
40.72,-74.06,12,7,1,17.05,16.14,3.68,0.14,0.43,0.57,16,2,85,8,28,11,24,16,44,22,Jersey City,17
40.72,-74.06,13,9,1.11,16.9,13.34,2.22,0,0.66,0.34,16,2,85,8,28,11,24,16,44,22,Jersey City,10
40.72,-74.06,14,5,1.4,27.65,32,7.21,0.2,0.4,0.6,16,2,85,8,28,11,24,16,44,22,Jersey City,4
40.72,-74.06,15,7,1,9.16,8.71,4.6,0,0.15,0.85,16,2,85,8,28,11,24,16,44,22,Jersey City,13
40.72,-74.06,16,10,1,14.61,14.8,2.28,0,0.4,0.6,16,2,85,8,28,11,24,16,44,22,Jersey City,3
40.72,-74.06,17,6,1,13.8,13.33,2.73,0,0,1,16,2,85,8,28,11,24,16,44,22,Jersey City,1
40.72,-74.06,18,4,1,10.95,8.75,1.49,0,0.5,0.5,16,2,85,8,28,11,24,16,44,22,Jersey City,22
40.72,-74.06,19,3,1,12.79,11,2.21,0,0.67,0.33,16,2,85,8,28,11,24,16,44,22,Jersey City,12
40.72,-74.06,20,3,1.67,36.85,22.67,4.88,0,0.67,0.33,16,2,85,8,28,11,24,16,44,22,Jersey City,29
40.72,-74.06,21,4,1,30.07,16.5,4.23,0,0.25,0.75,16,2,85,8,28,11,24,16,44,22,Jersey City,19
40.72,-74.06,22,2,1,8.3,9.5,2,0,0,1,16,2,85,8,28,11,24,16,44,22,Jersey City,16
40.72,-74.06,3,2,2,30.16,0,13.15,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,24
40.72,-74.06,4,1,4,50.3,0,5.9,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,6
40.72,-74.06,5,1,1,6.3,3,0.9,0,0,1,16,2,85,8,28,11,24,16,44,22,Jersey City,20
40.72,-74.06,6,2,1,5.05,2,1.42,0,0,0.5,16,2,85,8,28,11,24,16,44,22,Jersey City,14
40.72,-74.06,7,22,1,14.13,12.73,2.42,0,0.86,0.14,16,2,85,8,28,11,24,16,44,22,Jersey City,8
40.72,-74.06,8,39,1,17.49,14.49,3.21,0,0.74,0.26,16,2,85,8,28,11,24,16,44,22,Jersey City,2
40.72,-74.06,9,28,1.14,19.32,17.82,3.9,0.04,0.57,0.43,16,2,85,8,28,11,24,16,44,22,Jersey City,15
40.72,-74.08,18,1,1,4.3,0,2.9,0,0,1,16,2,85,8,28,11,24,16,44,22,Jersey City,22
40.72,-74.08,20,1,1,15.3,15,3.4,0,0,1,16,2,85,8,28,11,24,16,44,22,Jersey City,29
40.72,-74.08,22,1,2,40.56,22,11.4,0,1,0,16,2,85,8,28,11,24,16,44,22,Jersey City,16
40.72,-74.09,0,1,1,18.3,17,3.4,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,7
40.72,-74.09,11,1,1,6.8,4,0.7,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,25
40.72,-74.09,12,1,1,5.3,3,0.6,0,0,1,4,0,32,6,1,1,7,9,34,2,Weehawken,17
40.72,-74.09,13,2,1,28.26,26.5,5.8,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,10
40.72,-74.09,14,3,1,15.45,18,2.5,0,0.33,0.67,4,0,32,6,1,1,7,9,34,2,Weehawken,4
40.72,-74.09,15,4,1,10.83,8.75,2.13,0,0.5,0.5,4,0,32,6,1,1,7,9,34,2,Weehawken,13
40.72,-74.09,16,1,1,6.9,3,0.7,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,3
40.72,-74.09,17,3,1,17.79,18,2.87,0,0.67,0.33,4,0,32,6,1,1,7,9,34,2,Weehawken,1
40.72,-74.09,18,2,1,19.8,16.5,4.65,0,0.5,0.5,4,0,32,6,1,1,7,9,34,2,Weehawken,22
40.72,-74.09,19,2,1,17.55,15.5,3.87,0,0.5,0.5,4,0,32,6,1,1,7,9,34,2,Weehawken,12
40.72,-74.09,20,1,1,9.96,6,1.5,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,29
40.72,-74.09,21,1,1,54.99,28,14.5,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,19
40.72,-74.09,4,2,1,12.68,10.5,5.05,0,0,1,4,0,32,6,1,1,7,9,34,2,Weehawken,6
40.72,-74.09,5,1,1,75.84,26,16.3,1,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,20
40.72,-74.09,6,1,1,11.3,9,2.1,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,21
40.72,-74.11,10,1,1,18.36,22,1.9,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,18
40.72,-74.11,11,1,1,5.76,2,0.6,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,25
40.72,-74.11,9,1,1,13.8,17,2.1,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,15
40.72,-74.12,6,1,1,10,9,1.3,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,21
40.72,-74.12,7,3,1,8.92,7.33,1.2,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,8
40.72,-74.12,8,2,1,23.46,25.5,3.7,0,1,0,4,0,32,6,1,1,7,9,34,2,Weehawken,2
40.72,-74.12,9,1,1,3.3,0,4.9,0,0,0,4,0,32,6,1,1,7,9,34,2,Weehawken,15
40.72,-74.14,15,1,1,9.3,3,2.4,0,0,0,18,0,51,3,0,3,38,29,119,40,Newark,13
40.72,-74.15,13,1,3,90.3,27,14.18,0,1,0,18,0,51,3,0,3,38,29,119,40,Newark,10
40.72,-74.15,19,1,2,104.35,0,18.8,0,1,0,18,0,51,3,0,3,38,29,119,40,Newark,12
40.72,-74.15,3,2,1,18.07,0.5,10,0,0.5,0.5,18,0,51,3,0,3,38,29,119,40,Newark,24
40.72,-74.15,6,2,1.5,9.18,6,1.44,0,1,0,18,0,51,3,0,3,38,29,119,40,Newark,21
40.72,-74.17,23,2,1,52.55,0,13.8,0,0.5,0.5,43,1,66,11,23,6,41,37,137,33,Newark,0
40.72,-74.19,11,1,1,10.3,12,1.67,0,0,1,43,1,66,11,23,6,41,37,137,33,Newark,23
40.72,-74.2,1,1,1,240.96,54,39.61,0,1,0,43,1,66,11,23,6,41,37,137,33,Newark,9
40.72,-74.2,11,1,2,8.8,4,2.2,0,0,1,43,1,66,11,23,6,41,37,137,33,Newark,23
40.72,-74.22,0,1,1,9.36,8,1,0,1,0,6,0,112,1,4,3,10,7,102,7,Newark,7
40.72,-74.22,23,3,1,11.09,10.67,1.77,0,0.33,0.67,6,0,112,1,4,3,10,7,102,7,Newark,0
40.72,-74.22,7,1,1,24.12,25,3.8,0,1,0,6,0,112,1,4,3,10,7,102,7,Newark,8
40.72,-74.23,21,3,1,10.72,9,1.67,0,0.33,0.67,6,0,112,1,4,3,10,7,102,7,Newark,19
40.72,-74.23,22,5,1,17.43,14.2,2.36,0,0.6,0.4,6,0,112,1,4,3,10,7,102,7,Newark,16
40.72,-74.25,14,1,1,21.3,18,5.7,0,0,1,19,0,29,5,18,2,24,37,110,10,South Orange,4
40.72,-74.25,15,1,1,63.36,62,18.9,1,1,0,19,0,29,5,18,2,24,37,110,10,South Orange,13
40.72,-74.26,13,1,1,19.8,22,4.6,0,0,1,19,0,29,5,18,2,24,37,110,10,South Orange,10
40.72,-74.26,20,1,1,12.3,13,2.5,0,0,1,19,0,29,5,18,2,24,37,110,10,South Orange,29
40.72,-74.26,3,2,1,13.05,10.5,2.6,0,0.5,0.5,19,0,29,5,18,2,24,37,110,10,South Orange,24
40.72,-74.26,6,1,1,24.75,16,5.9,0,1,0,19,0,29,5,18,2,24,37,110,10,South Orange,21
40.72,-74.28,2,1,1,13.3,15,2.3,0,0,1,19,0,29,5,18,2,24,37,110,10,South Orange,11
40.72,-74.28,6,1,1,7.87,4,1,0,1,0,19,0,29,5,18,2,24,37,110,10,South Orange,21
40.72,-74.29,23,1,1,12.3,8,2.9,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,28
40.72,-74.29,6,2,1,10.53,8,1.6,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,21
40.72,-74.29,7,2,1,9.36,7,1.05,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,8
40.72,-74.29,9,1,1,22.56,22,4.1,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,15
40.72,-74.3,7,1,1,11.16,9,1.5,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,8
40.72,-74.3,8,1,1,14.8,16,3,0,0,1,8,0,26,0,10,3,16,22,68,6,South Orange,2
40.72,-74.31,0,1,2,91.35,0,9.4,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,7
40.72,-74.31,18,2,1.5,20.43,23,2.45,0,0.5,0.5,8,0,26,0,10,3,16,22,68,6,South Orange,22
40.72,-74.31,19,4,1.5,14.3,19.5,2.2,0,0.75,0.25,8,0,26,0,10,3,16,22,68,6,South Orange,12
40.72,-74.31,20,5,1.8,12.38,11.6,1.44,0,0.6,0.4,8,0,26,0,10,3,16,22,68,6,South Orange,29
40.72,-74.31,21,1,1,7.8,5,0.9,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,19
40.72,-74.31,7,1,1,12.8,12,2.5,0,1,0,8,0,26,0,10,3,16,22,68,6,South Orange,8
40.72,-74.33,10,1,1,8.8,6,1.2,0,1,0,12,0,28,0,7,3,8,6,143,4,Short Hills,18
40.72,-74.33,11,1,1,38.76,52,4.3,0,1,0,12,0,28,0,7,3,8,6,143,4,Short Hills,25
40.72,-74.33,12,1,2,18.3,20,4.6,0,1,0,12,0,28,0,7,3,8,6,143,4,Short Hills,17
40.72,-74.33,21,3,1,12.87,13.33,2.33,0,0.33,0.67,12,0,28,0,7,3,8,6,143,4,Short Hills,19
40.72,-74.33,7,2,1,9.05,7.5,1.15,0,0.5,0.5,12,0,28,0,7,3,8,6,143,4,Short Hills,8
40.72,-74.34,1,1,1,170.3,0,24.9,0,1,0,12,0,28,0,7,3,8,6,143,4,Short Hills,9
40.72,-74.34,11,1,2,8,5,1.2,0,1,0,12,0,28,0,7,3,8,6,143,4,Short Hills,25
40.72,-74.34,22,1,2,32.16,27,7.2,0,1,0,12,0,28,0,7,3,8,6,143,4,Short Hills,16
40.72,-74.37,1,1,1,276.43,1,50.1,0,1,0,19,0,66,1,4,3,8,12,176,8,Chatham Township,9
40.72,-74.4,4,1,1,17.8,17,4.3,0,0,1,19,0,66,1,4,3,8,12,176,8,Chatham Township,6
40.74,-73.37,23,3,1.33,31.97,0,14.2,0,0.33,0.67,2,0,29,3,8,0,19,8,19,12,West Babylon,0
40.74,-73.4,20,1,3,10.3,12,1.48,0,0,1,2,0,29,3,8,0,19,8,19,12,West Babylon,29
40.74,-73.56,10,1,1,100.45,0,23.1,0,1,0,15,0,126,0,6,2,9,19,109,14,Levittown,18
40.74,-73.56,14,1,2,44.8,19,16.36,0,0,1,15,0,126,0,6,2,9,19,109,14,Levittown,4
40.74,-73.56,6,1,2,27.3,15,9.51,0,0,1,15,0,126,0,6,2,9,19,109,14,Levittown,14
40.74,-73.61,18,1,1,99.95,0,15.8,0,1,0,53,0,77,1,8,15,12,17,86,15,Garden City,22
40.74,-73.65,4,1,1,60.96,21,16.87,0,1,0,22,1,40,2,9,2,21,24,138,28,New Hyde Park,6
40.74,-73.69,1,1,1,5.3,2,0.7,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,9
40.74,-73.69,13,1,1,0.3,1,0.7,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,10
40.74,-73.7,1,2,3,24.05,12,3.96,0,0.5,0.5,25,0,49,3,5,2,30,19,36,25,Garden City,9
40.74,-73.7,10,1,2,16.3,13,4.8,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,18
40.74,-73.7,11,1,2,11.3,14,1.6,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,23
40.74,-73.7,13,1,1,21.3,14,6.8,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,10
40.74,-73.7,14,2,1,4.8,1.5,0.6,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,4
40.74,-73.7,15,1,2,20.3,11,6.4,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,13
40.74,-73.7,18,1,1,8.3,5,1.6,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,22
40.74,-73.7,2,1,1,6.8,3,1.1,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,11
40.74,-73.7,20,1,5,21.8,21,6.11,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,29
40.74,-73.7,23,1,1,7.3,4,1.41,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,0
40.74,-73.72,1,1,1,5.3,1,0.7,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,9
40.74,-73.72,10,1,1,52.8,42,21.3,1,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,18
40.74,-73.72,11,1,1,55.84,45,16.12,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,23
40.74,-73.72,13,2,3.5,38.8,29.5,10,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,10
40.74,-73.72,14,2,1,17.8,10,5.32,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,4
40.74,-73.72,17,1,1,11.3,9,1.9,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,1
40.74,-73.72,19,1,1,10.3,5,1.75,0,1,0,25,0,49,3,5,2,30,19,36,25,Garden City,12
40.74,-73.72,22,1,1,45.8,29,15.76,0,1,0,25,0,49,3,5,2,30,19,36,25,Garden City,16
40.74,-73.72,6,1,1,15.8,8,4.9,0,0,1,25,0,49,3,5,2,30,19,36,25,Garden City,14
40.74,-73.72,8,3,1,39.82,23.33,10.07,0.33,0.67,0.33,25,0,49,3,5,2,30,19,36,25,Garden City,2
40.74,-73.72,9,2,1.5,24.8,21.5,6.93,0,0.5,0.5,25,0,49,3,5,2,30,19,36,25,Garden City,15
40.74,-73.73,0,1,2,22.3,11,6.38,0,1,0,12,0,19,0,18,1,15,29,93,6,Queens,7
40.74,-73.73,1,2,1.5,51.3,28,15.88,0.5,0.5,0.5,12,0,19,0,18,1,15,29,93,6,Queens,9
40.74,-73.73,14,2,2,21.8,14.5,6.55,0,0,1,12,0,19,0,18,1,15,29,93,6,Queens,4
40.74,-73.73,2,1,2,21.36,16,4.95,0,1,0,12,0,19,0,18,1,15,29,93,6,Queens,11
40.74,-73.73,23,1,1,16.8,7,5.2,0,0,1,12,0,19,0,18,1,15,29,93,6,Queens,0
40.74,-73.73,3,1,1,30.3,18,9.8,0,1,0,12,0,19,0,18,1,15,29,93,6,Queens,24
40.74,-73.73,9,1,1,0.3,20,14.5,0,0,1,12,0,19,0,18,1,15,29,93,6,Queens,15
40.74,-73.75,23,1,1,56.76,28,15.6,0,1,0,12,0,19,0,18,1,15,29,93,6,Queens,28
40.74,-73.76,1,2,1,14.05,10.5,2.88,0,0.5,0.5,12,0,19,0,18,1,15,29,93,6,Queens,9
40.74,-73.76,13,1,1,12.3,5,3.7,0,0,1,12,0,19,0,18,1,15,29,93,6,Queens,10
40.74,-73.76,18,1,1,8.3,5,1.5,0,0,1,12,0,19,0,18,1,15,29,93,6,Queens,22
40.74,-73.76,20,1,2,119.34,22,14.8,0,1,0,12,0,19,0,18,1,15,29,93,6,Queens,29
40.74,-73.76,21,1,1,11.32,6,3,0,1,0,12,0,19,0,18,1,15,29,93,6,Queens,19
40.74,-73.76,22,2,2,35.07,22.5,9.8,0.5,1,0,12,0,19,0,18,1,15,29,93,6,Queens,16
40.74,-73.78,0,1,1,6.8,3,1.22,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,7
40.74,-73.78,10,1,1,26.16,22,5.27,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,18
40.74,-73.78,13,1,1,58.34,39,13.1,1,0,1,17,0,45,2,5,3,35,43,22,12,Queens,10
40.74,-73.78,15,3,2,16.32,10.33,4.28,0,0.33,0.67,17,0,45,2,5,3,35,43,22,12,Queens,13
40.74,-73.78,16,2,2,23.64,20,5.44,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,3
40.74,-73.78,17,2,1,10.55,5.5,2.81,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,1
40.74,-73.78,18,2,1.5,14.63,722,3.19,0,0.5,0.5,17,0,45,2,5,3,35,43,22,12,Queens,22
40.74,-73.78,19,3,2.33,14.22,12.33,1.65,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,12
40.74,-73.78,2,2,1.5,31.03,19,8.45,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,11
40.74,-73.78,20,2,2.5,37.28,19.5,9.6,0,0.5,0.5,17,0,45,2,5,3,35,43,22,12,Queens,29
40.74,-73.78,21,2,1,22.03,7,11.05,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,19
40.74,-73.78,22,2,2.5,24.78,14,6.89,0,0.5,0.5,17,0,45,2,5,3,35,43,22,12,Queens,16
40.74,-73.78,7,1,1,34.3,30,9.4,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,8
40.74,-73.78,8,1,6,5.8,2,0.92,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,2
40.74,-73.78,9,1,1,24.3,27,6.22,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,15
40.74,-73.79,0,1,2,125.3,29,23.9,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,7
40.74,-73.79,10,2,1,10.8,3.5,2.65,0,0.5,0,17,0,45,2,5,3,35,43,22,12,Queens,18
40.74,-73.79,11,1,1,11.3,8,2.95,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,23
40.74,-73.79,15,1,1,11.8,10,3.06,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,13
40.74,-73.79,16,2,1,28.03,24.5,5.86,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,3
40.74,-73.79,17,1,4,58.3,46,20.7,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,1
40.74,-73.79,2,1,1,48.84,25,15.08,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,11
40.74,-73.79,20,2,1,11.65,5.5,2.65,0,0.5,0.5,17,0,45,2,5,3,35,43,22,12,Queens,29
40.74,-73.79,21,2,4,28.55,16,7.23,0,0.5,0.5,17,0,45,2,5,3,35,43,22,12,Queens,19
40.74,-73.79,22,1,1,21.3,11,6.7,0,0,0,17,0,45,2,5,3,35,43,22,12,Queens,16
40.74,-73.79,23,1,1,9.36,4,1.6,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,28
40.74,-73.79,3,1,1,9.3,6,1.9,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,24
40.74,-73.79,4,1,1,15.3,8,4.39,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,6
40.74,-73.79,5,1,1,14.8,11,3.8,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,20
40.74,-73.79,7,1,1,42.95,53,7.6,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,8
40.74,-73.79,8,2,3.5,18.8,18,5.02,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,2
40.74,-73.79,9,2,1,92.55,23,12.7,0,0.5,0.5,17,0,45,2,5,3,35,43,22,12,Queens,15
40.74,-73.8,0,3,1.67,15.92,8,4.11,0,0.33,0.67,17,0,45,2,5,3,35,43,22,12,Queens,7
40.74,-73.8,1,2,2,21.3,22,4.95,0,0.5,0.5,17,0,45,2,5,3,35,43,22,12,Queens,9
40.74,-73.8,10,1,1,10.3,9,2.2,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,18
40.74,-73.8,11,1,1,7.3,4,1.3,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,23
40.74,-73.8,13,1,1,5.3,2,0.7,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,10
40.74,-73.8,14,2,1,11.05,9,2.41,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,4
40.74,-73.8,16,1,1,372.35,124,39.9,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,3
40.74,-73.8,17,1,1,15.8,13,2.8,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,1
40.74,-73.8,19,1,1,58.34,32,11.2,1,0,1,17,0,45,2,5,3,35,43,22,12,Queens,12
40.74,-73.8,2,1,1,15.3,11,3.7,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,11
40.74,-73.8,21,1,1,7.3,4,1.4,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,19
40.74,-73.8,22,2,1,22.8,15,6.84,0,0,1,17,0,45,2,5,3,35,43,22,12,Queens,16
40.74,-73.8,23,2,2.5,18.84,9.5,4.86,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,28
40.74,-73.8,9,1,1,14.8,7,3.5,0,1,0,17,0,45,2,5,3,35,43,22,12,Queens,15
40.74,-73.81,0,6,1,15.08,9.17,3.56,0,0.5,0.5,26,0,44,7,9,1,15,70,18,16,Queens,7
40.74,-73.81,1,3,1.67,9.49,6.33,2.75,0,0.33,0.67,26,0,44,7,9,1,15,70,18,16,Queens,9
40.74,-73.81,10,3,1,27.15,24.67,7.5,0,0,1,26,0,44,7,9,1,15,70,18,16,Queens,18
40.74,-73.81,11,6,1.67,19.88,18.83,4.62,0,0.17,0.83,26,0,44,7,9,1,15,70,18,16,Queens,23
40.74,-73.81,12,1,1,8.8,9,1.7,0,0,1,26,0,44,7,9,1,15,70,18,16,Queens,17
40.74,-73.81,13,4,1,27.4,13.75,5.12,0,0.75,0.25,26,0,44,7,9,1,15,70,18,16,Queens,10
40.74,-73.81,14,8,1.5,19.51,12.25,5.03,0,0.25,0.63,26,0,44,7,9,1,15,70,18,16,Queens,4
40.74,-73.81,15,2,1,19.3,20,4.75,0,0,1,26,0,44,7,9,1,15,70,18,16,Queens,13
40.74,-73.81,16,1,1,32.16,21,8.56,0,1,0,26,0,44,7,9,1,15,70,18,16,Queens,3
40.74,-73.81,17,4,2.25,34.81,32,8.88,0.25,0.5,0.5,26,0,44,7,9,1,15,70,18,16,Queens,1
40.74,-73.81,18,5,2,13.94,25.2,12.15,0,0.2,0.8,26,0,44,7,9,1,15,70,18,16,Queens,22
40.74,-73.81,19,4,1,73.11,29.25,14.59,0.25,1,0,26,0,44,7,9,1,15,70,18,16,Queens,12
40.74,-73.81,20,2,1,21.52,17.5,4.97,0,0.5,0.5,26,0,44,7,9,1,15,70,18,16,Queens,29
40.74,-73.81,21,4,1.5,17.8,14,4.89,0,0,1,26,0,44,7,9,1,15,70,18,16,Queens,19
40.74,-73.81,22,4,2.25,38.42,32.25,10.11,0.25,0.5,0.5,26,0,44,7,9,1,15,70,18,16,Queens,16
40.74,-73.81,23,6,1,21.49,14,5.34,0,0.33,0.67,26,0,44,7,9,1,15,70,18,16,Queens,0
40.74,-73.81,3,3,1,20.14,11.33,5.23,0,0.67,0.33,26,0,44,7,9,1,15,70,18,16,Queens,24
40.74,-73.81,4,1,1,13.3,8,3.4,0,0,1,26,0,44,7,9,1,15,70,18,16,Queens,6
40.74,-73.81,5,5,1,26.7,16.6,9.13,0.2,0.2,0.8,26,0,44,7,9,1,15,70,18,16,Queens,20
40.74,-73.81,6,4,1,20.72,13.5,4.85,0,0.5,0.5,26,0,44,7,9,1,15,70,18,16,Queens,14
40.74,-73.81,7,5,1,18.99,19.2,4.31,0,0.4,0.6,26,0,44,7,9,1,15,70,18,16,Queens,8
40.74,-73.81,8,2,1,24.03,28.5,4.22,0,0.5,0.5,26,0,44,7,9,1,15,70,18,16,Queens,2
40.74,-73.81,9,5,2,22.01,22.2,5.18,0,0.4,0.6,26,0,44,7,9,1,15,70,18,16,Queens,15
40.74,-73.83,0,2,2.5,31.23,14.5,7.65,0,1,0,26,0,44,7,9,1,15,70,18,16,Queens,7
40.74,-73.83,1,3,2.33,9.31,5.67,1.73,0,0.33,0.67,26,0,44,7,9,1,15,70,18,16,Queens,9
40.74,-73.83,10,3,2,51.37,16.67,12.27,0,1,0,26,0,44,7,9,1,15,70,18,16,Queens,18
40.74,-73.83,11,5,2,20.53,14.4,5.81,0,0.2,0.8,26,0,44,7,9,1,15,70,18,16,Queens,23
40.74,-73.83,12,4,1.5,21.1,20,4.98,0,0.75,0.25,26,0,44,7,9,1,15,70,18,16,Queens,17
