pickup lat, pickup lon, hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments,coffee,trending,food,sights,arts,specials,topPicks,outdoors,shops,drinks,neighborhood,cluster
39.22,-74.81,20,1,1,21.96,21,4.26,0,1,0,0,0,2,0,0,0,3,6,2,0,Woodbine,29
39.38,-74.43,18,1,1,13.56,11,2,0,1,0,12,0,28,9,7,3,37,23,58,16,Atlantic City,22
39.47,-74.53,11,1,1,52.8,7,10.34,1,0,1,5,0,14,0,0,0,24,6,11,6,Galloway,23
39.54,-74.26,6,1,1,8.76,6,1,0,1,0,0,0,6,0,0,0,11,12,0,0,Long Beach Township,21
39.64,-74.53,6,1,1,19.8,14,5.26,0,1,0,0,0,1,0,0,0,4,3,0,0,Chatsworth,21
39.67,-74.31,11,1,1,79.8,27,30.33,0,0,1,0,0,7,0,0,0,16,2,6,3,Eagleswood,23
39.82,-73.62,8,2,1,13.78,11.5,2.45,0,1,0,0,0,0,0,0,0,0,0,0,0,,2
39.95,-74.86,11,1,1,27.36,35,3.5,0,1,0,1,0,5,0,3,0,9,11,5,1,Medford,25
39.99,-74.06,22,1,6,15.96,10,3.14,0,1,0,5,0,29,4,0,0,32,28,20,6,Lavallette,16
40.07,-74.89,7,1,1,11,12,1.36,0,1,0,4,0,46,0,6,0,10,9,38,4,Beverly,8
40.15,-74.09,19,1,1,17.3,14,3.92,0,1,0,2,0,10,0,5,0,28,10,13,7,Wall Township,12
40.22,-73.31,19,1,1,11.3,9,1.78,0,1,0,0,0,0,0,0,0,0,0,0,0,,12
40.25,-74.04,12,1,1,13.3,17,1.77,0,0,1,11,0,66,0,4,2,11,9,60,3,Ocean Township,17
40.28,-73.95,22,1,1,58.84,34,18.7,0,0,1,0,0,0,0,0,0,2,2,0,0,Long Branch,16
40.29,-74.62,0,2,1,1.3,0,3.5,0,0,0,4,1,26,0,5,0,27,8,18,4,West Windsor Township,7
40.29,-74.62,23,1,1,3.8,0,3.5,0,0,0,4,1,26,0,5,0,27,8,18,4,West Windsor Township,28
40.32,-74.04,1,1,1,185.05,0,46.9,0,1,0,0,0,24,0,1,0,26,13,13,5,Rumson,9
40.32,-74.53,23,1,1,20.3,19,4.86,0,1,0,1,0,5,0,2,0,14,10,3,5,South Brunswick Township,28
40.34,-74.56,14,1,1,325.3,4,54.8,0,1,0,1,0,5,0,2,0,14,10,3,5,South Brunswick Township,4
40.35,-74.23,13,1,1,244.61,0,55.7,0,0,1,0,0,5,0,1,0,12,1,5,1,Colts Neck,10
40.38,-74.03,7,1,3,23.76,15,5.57,0,1,0,3,0,22,0,6,0,23,13,15,3,Rumson,8
40.4,-73.56,17,1,1,52.8,60,18.95,1,0,1,0,0,0,0,0,0,0,0,0,0,,1
40.42,-73,19,1,2,12.96,10,1.89,0,1,0,0,0,0,0,0,0,0,0,0,0,,12
40.42,-73.73,22,1,1,14.76,12,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,,16
40.42,-74.2,0,2,1,3.8,0,2.5,0,0,0.5,8,0,78,0,3,0,18,7,80,10,Hazlet,7
40.43,-74.26,20,1,1,0.31,7,3.8,0,0,1,5,0,36,0,3,0,36,5,53,4,Matawan,29
40.47,-74.09,17,1,1,14.76,13,1.9,0,1,0,0,0,0,0,0,0,4,4,0,1,Middletown,1
40.47,-74.33,21,1,1,180.3,0,36.1,0,1,0,1,0,29,0,2,0,31,13,19,6,Sayreville,19
40.47,-74.4,2,1,1,0.31,225,207.3,0,0,1,9,0,120,0,13,2,26,9,101,4,South River,11
40.47,-74.4,23,1,1,12.96,9,2.5,0,1,0,9,0,120,0,13,2,26,9,101,4,South River,28
40.5,-73.7,19,2,1,8.8,6,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Atlantic Beach,12
40.5,-73.73,12,1,1,10.56,8,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,Atlantic Beach,17
40.5,-73.98,7,1,1,27.36,19,6.6,0,1,0,0,0,0,0,0,0,1,1,0,0,Queens,8
40.5,-73.98,8,3,1.33,10.3,9.67,1.63,0,0.67,0.33,0,0,0,0,0,0,1,1,0,0,Queens,2
40.5,-74.04,19,1,5,17.76,17,2.6,0,1,0,0,0,0,0,1,0,2,0,1,0,Queens,12
40.5,-74.25,22,1,1,13.3,10,3.5,0,0,1,4,0,125,1,11,0,35,19,44,3,Perth Amboy,16
40.5,-74.44,21,1,1,250.13,0,50.1,0,1,0,16,0,53,2,15,1,65,15,134,29,Highland Park,19
40.5,-74.78,18,1,6,33.96,43,4.41,0,1,0,0,0,1,0,0,0,1,4,2,0,Hillsborough Township,22
40.53,-73.98,23,1,2,24.36,18,5.7,0,1,0,0,0,0,0,0,0,2,1,1,0,Queens,28
40.53,-74.09,22,1,1,9.8,10,1.6,0,0,1,0,0,0,0,0,0,1,1,2,0,Staten Island,16
40.53,-74.33,0,1,1,195.3,0,34,0,1,0,23,0,41,0,6,8,58,18,26,8,Edison,7
40.54,-73.98,23,1,2,51.3,28,15.4,0,1,0,0,0,0,0,0,0,2,1,1,0,Queens,28
40.54,-74.15,13,1,1,83.86,50,20,0,1,0,5,0,129,0,18,1,48,20,54,12,Staten Island,10
40.54,-74.15,2,1,4,60.3,0,19.1,0,1,0,5,0,129,0,18,1,48,20,54,12,Staten Island,11
40.54,-74.17,0,1,1,24.36,15,6,0,1,0,3,0,97,0,11,0,46,8,62,20,Staten Island,7
40.54,-74.17,2,1,2,38.16,25,10.2,0,1,0,3,0,97,0,11,0,46,8,62,20,Staten Island,11
40.54,-74.26,23,1,1,36.3,19,12.4,0,0,1,4,0,30,1,7,0,28,13,32,6,Perth Amboy,0
40.56,-73.62,19,1,1,16.62,14,2.4,0,1,0,1,0,10,2,6,1,12,13,2,4,Lido Beach,12
40.56,-73.7,20,1,1,10.56,9,1.24,0,1,0,4,0,47,1,8,2,35,27,15,13,Long Beach,29
40.56,-73.7,21,2,1,9.58,6,1.58,0,0.5,0.5,4,0,47,1,8,2,35,27,15,13,Long Beach,19
40.56,-73.73,19,1,1,24.8,30,5.1,0,1,0,2,0,9,1,2,0,13,18,3,3,Atlantic Beach,12
40.56,-73.92,15,1,1,37.38,36,11.89,0,0,1,2,0,9,1,3,0,13,19,2,2,Brooklyn,13
40.56,-73.92,2,1,1,14.3,9,4,0,0,1,2,0,9,1,3,0,13,19,2,2,Brooklyn,11
40.57,-73.23,5,1,2,43.01,17,10.42,0,1,0,0,0,0,0,0,0,0,0,0,0,Fire Island,20
40.57,-73.5,18,1,1,12.96,10,1.53,0,1,0,0,0,4,4,5,0,16,10,2,2,Massapequa,22
40.57,-73.5,19,1,1,24.96,26,4.11,0,1,0,0,0,4,4,5,0,16,10,2,2,Massapequa,12
40.57,-73.69,22,1,2,120.3,0,14.1,0,1,0,4,0,47,1,8,2,35,27,15,13,Long Beach,16
40.57,-73.73,14,1,1,12.96,12,1.9,0,1,0,2,0,9,1,2,0,13,18,3,3,Atlantic Beach,4
40.57,-73.73,15,2,1.5,31.43,38.5,7.15,0,0.5,0.5,2,0,9,1,2,0,13,18,3,3,Atlantic Beach,13
40.57,-73.81,12,1,1,11.3,11,2.74,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,17
40.57,-73.81,13,1,4,39.38,36,10.61,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,10
40.57,-73.81,21,1,3,163.04,160,43.7,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,19
40.57,-73.81,23,1,1,30.88,20,9.3,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,0
40.57,-73.81,3,1,1,11.3,8,2.7,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,24
40.57,-73.83,1,1,1,6.3,3,0.8,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,9
40.57,-73.83,13,1,4,84.92,76,24.7,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,10
40.57,-73.84,19,1,1,15.36,8,3.62,0,1,0,7,0,84,2,4,2,13,34,50,15,Queens,12
40.57,-73.84,3,1,1,8.19,3,0.88,0,1,0,7,0,84,2,4,2,13,34,50,15,Queens,24
40.57,-73.86,2,1,1,7.3,4,1.3,0,0,1,4,0,40,0,2,0,38,19,29,8,Queens,11
40.57,-73.89,11,1,1,40.8,37,10.67,0,1,0,2,0,9,1,3,0,13,19,2,2,Brooklyn,25
40.57,-73.92,8,1,1,151.88,51,32.76,0,1,0,2,0,9,1,3,0,13,19,2,2,Brooklyn,2
40.57,-73.93,1,1,1,14.16,6,2.93,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,9
40.57,-73.93,15,1,1,11.3,10,2.68,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,13
40.57,-73.93,16,1,1,168.3,55,30.36,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,3
40.57,-73.93,19,1,3,10.8,13,1.4,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,12
40.57,-73.93,20,2,1.5,9.56,10,1.3,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,29
40.57,-73.93,5,2,2,15.55,9.5,4.27,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,20
40.57,-73.94,0,1,2,23.8,21,7,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,7
40.57,-73.94,13,1,1,7.8,6,1.4,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,10
40.57,-73.94,17,1,3,65.21,32,17.17,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,1
40.57,-73.94,21,1,1,60.99,25,16.3,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,19
40.57,-73.94,22,2,1.5,9.55,6.5,1.53,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,16
40.57,-73.94,23,1,1,13.3,11,3.01,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,0
40.57,-73.94,4,1,6,20.3,18,5.83,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,6
40.57,-73.95,0,1,1,9.8,10,1.8,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,7
40.57,-73.95,1,7,2.71,26.64,14.29,8.27,0,0.29,0.71,34,0,53,8,7,4,51,67,24,27,Brooklyn,9
40.57,-73.95,10,1,1,0.31,41,21.7,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,18
40.57,-73.95,12,1,4,11.3,12,1.69,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,17
40.57,-73.95,13,2,1,29.3,18,9.99,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,10
40.57,-73.95,14,6,1.83,19.55,15.5,4.31,0.17,0.33,0.67,34,0,53,8,7,4,51,67,24,27,Brooklyn,4
40.57,-73.95,15,7,1.14,37.94,100.29,9.49,0.14,0.29,0.71,34,0,53,8,7,4,51,67,24,27,Brooklyn,13
40.57,-73.95,16,7,1.43,30.32,23.71,7.15,0,0.86,0.14,34,0,53,8,7,4,51,67,24,27,Brooklyn,3
40.57,-73.95,17,5,2.2,22.06,17.6,5.4,0,0.4,0.6,34,0,53,8,7,4,51,67,24,27,Brooklyn,1
40.57,-73.95,18,4,1.25,18.92,15.75,4.45,0,0.75,0.25,34,0,53,8,7,4,51,67,24,27,Brooklyn,22
40.57,-73.95,19,4,1.25,21.92,17,6.28,0,0.25,0.75,34,0,53,8,7,4,51,67,24,27,Brooklyn,12
40.57,-73.95,2,4,1,31.19,23.75,7.84,0,0.75,0.25,34,0,53,8,7,4,51,67,24,27,Brooklyn,11
40.57,-73.95,20,2,1,19.77,20.5,4.35,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,29
40.57,-73.95,21,3,2,13.47,9.67,3.47,0,0.33,0.67,34,0,53,8,7,4,51,67,24,27,Brooklyn,19
40.57,-73.95,22,3,1.33,13.3,10.33,8.1,0,0.33,0.33,34,0,53,8,7,4,51,67,24,27,Brooklyn,16
40.57,-73.95,23,8,1.5,16.41,9.25,6.32,0,0.25,0.63,34,0,53,8,7,4,51,67,24,27,Brooklyn,0
40.57,-73.95,3,3,2.67,34.3,28,9.9,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,24
40.57,-73.95,4,5,1.2,24.8,18.4,7.82,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,6
40.57,-73.95,5,1,1,73.56,35,22.3,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,20
40.57,-73.95,6,1,6,11.3,8,3,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,14
40.57,-73.95,8,1,6,42.88,16,11.44,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,2
40.57,-73.95,9,2,2,10.83,8,2.49,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,15
40.57,-73.97,0,1,1,80.9,33,21.66,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,7
40.57,-73.97,1,1,1,59.8,27,22.3,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,9
40.57,-73.97,10,1,1,10.8,9,2.41,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,18
40.57,-73.97,11,2,1,49.22,54.5,31.74,0,0.5,0.5,36,0,36,23,11,6,47,73,18,32,Brooklyn,23
40.57,-73.97,12,1,1,29.8,33,8.5,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,17
40.57,-73.97,13,1,2,9.8,6,2.22,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,10
40.57,-73.97,14,1,1,30.99,29,12.8,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,4
40.57,-73.97,15,1,1,7.3,6,0.8,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,13
40.57,-73.97,16,1,1,5.8,3,0.81,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,3
40.57,-73.97,17,1,2,8.8,10,1,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,1
40.57,-73.97,18,1,5,59.8,43,21.13,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,22
40.57,-73.97,2,3,2.67,27.65,18,7.62,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,11
40.57,-73.97,20,1,1,8.8,8,1.26,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,29
40.57,-73.97,21,2,1,33.3,24,10.84,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,19
40.57,-73.97,22,2,1,20.88,18.5,4.5,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,16
40.57,-73.97,3,1,1,8.3,5,1.8,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,24
40.57,-73.97,4,2,3,34.33,19,9.44,0,0.5,0.5,36,0,36,23,11,6,47,73,18,32,Brooklyn,6
40.57,-73.97,6,1,1,12.25,4,2.52,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,21
40.57,-73.97,8,1,2,59.84,67,15.27,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,2
40.57,-73.97,9,1,1,8.8,5,1.4,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,15
40.57,-73.98,0,1,3,19.8,20,4.8,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,7
40.57,-73.98,1,2,1,40.8,22,14.51,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,9
40.57,-73.98,13,4,1.25,45.94,38.5,13.96,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,10
40.57,-73.98,14,1,1,15.8,11,4.4,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,4
40.57,-73.98,15,3,1.67,31.48,34,7.75,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,13
40.57,-73.98,17,2,1,16.05,17.5,3.95,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,1
40.57,-73.98,18,3,1.67,33.97,23.67,14.8,0,0.67,0.33,36,0,36,23,11,6,47,73,18,32,Brooklyn,22
40.57,-73.98,19,4,1,17.62,17.5,4.03,0,0.25,0.75,36,0,36,23,11,6,47,73,18,32,Brooklyn,12
40.57,-73.98,20,1,1,11.3,18,2.3,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,29
40.57,-73.98,21,1,1,12.3,10,2.86,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,19
40.57,-73.98,22,1,3,54.23,34,17.1,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,16
40.57,-73.98,23,4,1.25,58.38,33.5,16.44,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,28
40.57,-73.98,3,1,1,12.3,11,2.5,0,0,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,24
40.57,-73.98,6,4,1.75,10.93,7.75,2.49,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,14
40.57,-73.98,9,1,1,11.3,9,2.71,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,15
40.57,-74,0,1,1,27.3,18,8.9,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,7
40.57,-74,14,1,1,5.8,3,0.9,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,4
40.57,-74,15,1,1,26.31,26,6.13,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,13
40.57,-74,4,1,1,22.8,13,7.31,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,6
40.57,-74.01,14,1,1,5.3,3,0.7,0,0,1,3,0,20,1,4,0,3,17,21,2,Brooklyn,4
40.57,-74.08,10,1,1,20.15,11,5,0,1,0,2,0,30,2,3,0,33,13,11,3,Staten Island,18
40.57,-74.08,11,1,1,18.3,14,5.52,0,0,1,2,0,30,2,3,0,33,13,11,3,Staten Island,23
40.57,-74.09,18,1,1,91.56,53,27.24,0,1,0,17,0,34,2,6,5,36,25,157,18,Staten Island,22
40.57,-74.09,21,1,2,9.3,7,1.77,0,0,1,17,0,34,2,6,5,36,25,157,18,Staten Island,19
40.57,-74.11,14,1,1,19.8,24,4.77,0,0,1,17,0,34,2,6,5,36,25,157,18,Staten Island,4
40.57,-74.12,1,1,1,27.96,19,6.9,0,1,0,17,0,34,2,6,5,36,25,157,18,Staten Island,9
40.57,-74.15,3,1,1,30.3,0,6.3,0,0,0,12,0,75,0,6,2,14,20,83,3,Staten Island,24
40.57,-74.17,19,1,1,90.99,51,24.7,0,1,0,14,0,106,1,9,3,19,11,22,6,Staten Island,12
40.57,-74.19,15,1,2,19.75,20,2.8,0,1,0,14,0,106,1,9,3,19,11,22,6,Staten Island,13
40.57,-74.22,5,1,1,7.8,5,1.34,0,0,1,2,0,45,0,5,2,33,12,29,13,Carteret,20
40.57,-74.23,23,1,1,24.3,18,7.1,0,0,1,2,0,45,0,5,2,33,12,29,13,Carteret,0
40.57,-74.33,13,1,1,100.3,0,37.1,0,1,0,7,0,119,0,5,0,26,9,81,10,Edison,10
40.57,-74.61,18,4,3.25,37.09,0,39.3,0,0.75,0.25,18,0,48,1,5,6,47,27,37,17,Somerville,22
40.57,-74.62,14,1,1,495.3,100,54.88,0,1,0,18,0,48,1,5,6,47,27,37,17,Somerville,4
40.59,-73.67,14,2,1.5,32.05,28.5,7.01,0,0.5,0,15,0,23,6,20,5,29,40,68,14,Long Beach,4
40.59,-73.69,23,1,3,65.75,0,11.8,0,1,0,4,0,47,1,8,2,35,27,15,13,Long Beach,28
40.59,-73.69,5,1,1,23.8,17,7.32,0,0,1,4,0,47,1,8,2,35,27,15,13,Long Beach,20
40.59,-73.7,0,1,2,18.3,9,2.5,0,0,1,4,0,47,1,8,2,35,27,15,13,Long Beach,7
40.59,-73.7,15,2,1,0.3,3.5,1.05,0,0,1,4,0,47,1,8,2,35,27,15,13,Long Beach,13
40.59,-73.7,19,1,1,8.8,6,2.1,0,0,1,4,0,47,1,8,2,35,27,15,13,Long Beach,12
40.59,-73.79,11,1,2,5.8,3,0.74,0,0,1,5,0,16,2,0,0,31,16,12,0,Queens,23
40.59,-73.79,22,1,5,97.42,75,25.89,0,1,0,5,0,16,2,0,0,31,16,12,0,Queens,16
40.59,-73.8,12,1,1,108.84,118,27.75,0,1,0,5,0,16,2,0,0,31,16,12,0,Queens,17
40.59,-73.8,18,1,1,45.88,40,13.4,0,0,1,5,0,16,2,0,0,31,16,12,0,Queens,22
40.59,-73.81,0,1,2,82.42,79,21.6,0,1,0,7,0,84,2,4,2,13,34,50,15,Queens,7
40.59,-73.81,19,1,1,89.38,65,27.18,0,1,0,7,0,84,2,4,2,13,34,50,15,Queens,12
40.59,-73.81,3,1,4,19.8,24,2.7,0,0,1,7,0,84,2,4,2,13,34,50,15,Queens,24
40.59,-73.86,2,1,2,32.8,35,8.9,0,0,1,4,0,40,0,2,0,38,19,29,8,Queens,11
40.59,-73.9,12,1,1,16.3,15,4.4,0,0,1,2,0,9,1,3,0,13,19,2,2,Brooklyn,17
40.59,-73.9,14,1,1,3.3,0,0.8,0,0,1,2,0,9,1,3,0,13,19,2,2,Brooklyn,4
40.59,-73.9,16,2,1,64.96,38.5,17.02,0.5,0.5,0.5,2,0,9,1,3,0,13,19,2,2,Brooklyn,3
40.59,-73.92,20,1,1,45.3,28,15.49,0,0,1,2,0,9,1,3,0,13,19,2,2,Brooklyn,29
40.59,-73.93,0,1,1,40.3,17,15.8,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,7
40.59,-73.93,10,1,2,5.3,2,0.7,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,18
40.59,-73.93,11,1,1,40.8,44,9.1,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,25
40.59,-73.93,12,1,6,14.8,7,4.4,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,17
40.59,-73.93,13,1,2,5.3,4,0.61,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,10
40.59,-73.93,14,1,1,24.96,26,4.18,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,4
40.59,-73.93,15,4,1.25,12.14,7.75,2.43,0,0.25,0.75,34,0,53,8,7,4,51,67,24,27,Brooklyn,13
40.59,-73.93,17,1,1,57.3,50,20.5,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,1
40.59,-73.93,19,1,1,6.8,4,0.69,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,12
40.59,-73.93,20,1,6,8.8,7,1.5,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,29
40.59,-73.93,21,3,1.33,29.36,10.33,5.83,0.33,0.67,0.33,34,0,53,8,7,4,51,67,24,27,Brooklyn,19
40.59,-73.93,23,1,3,9.3,3,2,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,0
40.59,-73.93,6,1,6,12.3,5,3.48,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,14
40.59,-73.93,8,1,1,43.8,47,13.55,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,2
40.59,-73.94,13,1,3,21.3,21,5.54,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,10
40.59,-73.94,16,1,5,22.3,20,6.28,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,3
40.59,-73.94,17,2,1,23.8,22,7.02,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,1
40.59,-73.94,18,1,1,36.3,16,13.22,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,22
40.59,-73.94,19,1,1,64.34,26,15.67,1,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,12
40.59,-73.94,22,1,1,32.76,20,8.44,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,16
40.59,-73.94,5,1,1,29.3,25,9.33,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,20
40.59,-73.94,6,1,1,9.3,8,1.7,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,14
40.59,-73.95,0,3,1,38.4,22.67,10.1,0,0.33,0.67,34,0,53,8,7,4,51,67,24,27,Brooklyn,7
40.59,-73.95,1,5,2.6,22.36,12.6,5.08,0,0.2,0.8,34,0,53,8,7,4,51,67,24,27,Brooklyn,9
40.59,-73.95,11,3,1.67,8.3,7,1.57,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,23
40.59,-73.95,12,2,1,8.55,5,1.31,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,17
40.59,-73.95,13,1,1,6.3,4,1.07,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,10
40.59,-73.95,14,1,1,12.8,10,2.98,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,4
40.59,-73.95,15,2,3,6.8,5,1.09,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,13
40.59,-73.95,16,2,3.5,21.3,15.5,6.01,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,3
40.59,-73.95,17,3,4,32.2,14.33,5.22,0.33,0.33,0.67,34,0,53,8,7,4,51,67,24,27,Brooklyn,1
40.59,-73.95,18,1,1,18.8,20,3.82,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,22
40.59,-73.95,2,2,1.5,7.3,4.5,1.12,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,11
40.59,-73.95,20,1,1,6.3,2,0.8,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,29
40.59,-73.95,21,1,1,15.8,14,4.1,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,19
40.59,-73.95,22,7,1.71,28.22,12.29,10.59,0.14,0.57,0.29,34,0,53,8,7,4,51,67,24,27,Brooklyn,16
40.59,-73.95,23,4,1,23,16.5,5.36,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,0
40.59,-73.95,3,2,2,22.51,10.5,5.38,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,24
40.59,-73.95,4,2,3,18.55,11,5.3,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,6
40.59,-73.95,6,1,1,19.75,11,4.6,0,1,0,34,0,53,8,7,4,51,67,24,27,Brooklyn,21
40.59,-73.95,7,1,1,21.8,20,6.3,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,8
40.59,-73.95,8,1,1,7.3,5,1.52,0,0,1,34,0,53,8,7,4,51,67,24,27,Brooklyn,2
40.59,-73.95,9,2,3,33.05,28.5,8.59,0,0.5,0.5,34,0,53,8,7,4,51,67,24,27,Brooklyn,15
40.59,-73.97,0,1,1,7.8,5,1.3,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,7
40.59,-73.97,1,2,1,9.05,2.5,1.75,0,0,0.5,36,0,36,23,11,6,47,73,18,32,Brooklyn,9
40.59,-73.97,12,3,1.67,33.49,40.67,8.34,0.33,0.33,0.67,36,0,36,23,11,6,47,73,18,32,Brooklyn,17
40.59,-73.97,15,1,1,12.3,10,1.98,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,13
40.59,-73.97,17,1,1,48.8,47,15.4,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,1
40.59,-73.97,2,1,1,23.3,20,6.53,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,11
40.59,-73.97,22,1,5,8.3,6,1.14,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,16
40.59,-73.97,3,1,6,10.14,6,1.17,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,24
