source_cluster,destination_cluster,hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments
22,22,12,8,1,12.8,12.38,2.28,0,0.25,0.75
23,15,21,45,2.4,64.91,44.49,18.57,0.91,0.8,0.2
28,15,16,62,1.89,65.72,63.81,18.56,0.95,0.69,0.31
3,2,0,10,1.8,48.76,26.3,12.82,0.4,0.8,0.2
2,5,19,15085,1.7,17.6,16.21,3.43,0,0.67,0.33
5,3,11,595,1.74,42.76,35.24,11.25,0.02,0.49,0.49
10,12,18,72,1.6,34.07,31.28,8.64,0,0.44,0.56
10,7,20,1179,1.7,19.34,16.64,4.32,0,0.53,0.47
2,28,12,69,1.58,37.73,52.46,10.27,0,0.61,0.39
5,9,23,7046,1.71,33.28,31.78,478.69,0,0.72,0.27
5,15,15,5377,1.78,64.19,70.61,17.39,0.99,0.66,0.34
10,2,2,1335,1.7,19.07,16.78,4.62,0,0.65,0.34
5,9,22,5722,1.69,34.27,31.95,8.06,0,0.76,0.24
28,12,6,5,1.2,42.79,26.8,12.39,0,0.4,0.6
10,15,7,759,1.67,64.42,36.44,1116.06,0.89,0.82,0.18
18,20,18,850,1.66,26.12,23.3,6.32,0,0.63,0.37
9,3,2,135,1.53,22.02,14.99,5.93,0,0.41,0.57
2,12,1,156,1.7,24.32,17.78,6.25,0,0.46,0.53
2,10,0,5150,1.71,20.17,16.8,4.58,0,0.69,0.31
7,7,5,810,1.72,9.64,10.03,1.79,0,0.18,0.81
23,2,7,1769,1.57,11.27,9.21,1.89,0,0.75,0.25
10,22,1,21,1.24,44.43,24.05,13.22,0,0.67,0.33
21,10,15,2952,1.73,36.65,32.78,8.5,0,0.68,0.32
10,10,20,28114,1.69,9.82,7.39,1.6,0,0.55,0.45
5,23,18,20736,1.7,14.55,14.66,2.16,0,0.66,0.33
5,8,4,20,1.95,64.39,35.9,19.07,0,0.45,0.55
5,9,13,1087,1.78,39.12,38.72,8.85,0,0.66,0.34
15,28,23,316,1.85,65.3,33.01,18.95,0.96,0.71,0.28
5,21,4,4013,1.68,46.14,24.03,11.16,0,0.77,0.23
15,20,17,211,1.82,64.09,65,20.11,0.48,0.46,0.53
3,3,4,152,1.55,13.52,16.51,3.11,0.01,0.26,0.71
10,3,23,1148,1.63,27.52,22.29,7.32,0,0.43,0.56
2,2,10,3213,1.69,11,11.04,1.74,0,0.51,0.49
21,23,1,84,1.77,47.61,23.59,12,0,0.86,0.14
10,10,19,30265,1.71,10.01,7.82,1.53,0,0.53,0.46
3,20,23,43,2.05,20.68,15.37,4.67,0.09,0.3,0.7
15,29,6,247,1.71,22.18,14.94,6.34,0,0.26,0.72
5,11,2,15,1.6,79.88,31.73,17.25,0,0.6,0.4
18,2,13,968,1.8,28.99,31.68,6.59,0,0.64,0.36
7,2,7,117,1.41,34.14,28.04,7.97,0.01,0.8,0.2
10,7,4,871,1.72,16.9,12.66,4.12,0,0.32,0.67
18,18,2,2259,1.73,9.11,5.9,1.48,0,0.57,0.42
28,3,22,176,1.66,21.1,24.49,5.14,0,0.41,0.59
15,3,13,701,1.71,42.27,37.75,12.72,0.01,0.27,0.71
10,5,4,3914,1.64,14.74,11.43,3.34,0,0.6,0.4
15,8,23,43,2.26,50.61,25.35,15.03,0,0.33,0.63
15,18,6,765,1.69,64.93,59.13,20,1,0.71,0.29
3,10,1,33,1.88,27.18,18.27,6.99,0.06,0.45,0.55
7,10,5,606,1.56,14.89,12.93,3.48,0,0.29,0.7
23,9,5,118,1.59,30.13,23.71,8.01,0,0.49,0.46
10,3,21,859,1.64,29.68,22.45,7.91,0,0.49,0.5
18,18,17,22614,1.73,9.8,8.21,1.35,0,0.52,0.48
15,10,6,1978,1.63,58.55,46.79,16.79,0.41,0.77,0.22
10,12,2,146,1.83,28.81,19.5,8.15,0,0.46,0.53
9,9,8,390,1.73,9.02,10.25,1.51,0,0.45,0.54
5,23,9,19194,1.61,12.65,12.58,1.98,0,0.76,0.24
5,9,6,942,1.65,32.09,24.18,8.19,0,0.59,0.4
20,3,0,79,1.67,20.46,14.44,5.1,0,0.34,0.66
9,23,18,30,1.53,52.23,39.4,11.29,0.1,0.87,0.13
3,5,5,69,2,35.9,19.28,9.21,0.07,0.51,0.49
10,10,4,5390,1.69,11.37,9.58,2.26,0,0.46,0.53
18,20,1,1167,1.71,24.28,19.29,6.8,0,0.56,0.44
23,28,3,372,1.76,28.23,20.82,7.74,0,0.65,0.34
5,7,13,564,1.79,29.84,30.35,6.47,0.01,0.44,0.55
18,3,23,601,1.66,36.33,29.67,9.61,0,0.59,0.4
5,3,7,486,1.54,40.35,31.19,10.8,0.01,0.61,0.38
28,20,10,106,1.75,14.78,12.19,3.16,0,0.53,0.46
7,5,23,173,1.73,26.15,21.77,5.64,0.06,0.51,0.48
18,28,4,775,1.7,13.9,10.78,3.18,0,0.47,0.52
7,3,16,42,1.55,21.4,19.74,5.04,0,0.26,0.74
28,9,3,19,1.63,39.41,27.26,10.81,0,0.47,0.53
2,2,8,4582,1.6,11.04,10.23,1.75,0,0.6,0.4
10,5,18,29311,1.71,17.47,19.07,2.84,0,0.63,0.37
3,10,5,73,1.55,23.86,16.12,6.32,0.01,0.59,0.38
10,20,0,894,1.68,25.54,19.82,7.09,0,0.5,0.49
15,29,14,315,1.76,23.36,24.2,6.21,0.01,0.24,0.74
23,18,16,1243,1.79,20.34,21.33,3.65,0,0.67,0.32
22,22,21,17,1.59,9.4,8.35,4.28,0,0.35,0.59
10,10,8,27349,1.68,9.32,8.97,1.4,0,0.57,0.43
18,21,4,926,1.71,46.24,24.07,10.98,0,0.8,0.2
2,5,12,13322,1.77,19.96,21.67,3.87,0,0.61,0.38
3,3,13,107,1.58,12.82,10.3,2.38,0,0.34,0.64
15,15,16,485,1.63,18.98,19.97,6.46,0.09,0.28,0.66
2,2,17,2846,1.71,12.43,12.85,1.92,0,0.49,0.5
12,21,15,1,1,84.56,21,14.37,0,1,0
18,10,20,17922,1.66,12.54,10.79,2.17,0,0.63,0.36
9,18,10,62,1.66,40.05,33.98,8.13,0.02,0.77,0.21
5,12,14,161,1.68,47.93,54.37,10.61,0.06,0.65,0.35
10,9,0,2876,1.69,19.75,17.54,4.43,0,0.59,0.4
2,7,2,209,1.56,30.96,20.12,9.11,0,0.48,0.51
15,3,9,467,1.8,38.44,29.22,11.82,0.01,0.35,0.64
7,10,3,292,1.74,14.53,10.76,3.17,0,0.41,0.58
10,2,20,2050,1.7,24.11,19.23,5.98,0,0.74,0.26
7,7,11,446,1.61,10.29,12.47,1.85,0,0.24,0.75
3,12,0,31,1.52,19.7,13.13,5.33,0,0.35,0.65
10,12,0,199,1.64,26.95,19.1,7.37,0,0.46,0.53
18,9,22,696,1.58,36.81,35.04,8.72,0,0.76,0.23
18,21,9,1339,1.74,48.92,32.26,11.2,0,0.69,0.31
5,9,17,1084,1.74,39.1,42.07,8.06,0.01,0.67,0.32
10,12,4,94,1.57,25.63,18.53,6.85,0,0.41,0.58
5,29,5,46,1.63,49.8,33.8,15.44,0,0.37,0.57
21,1,22,120,1.57,49.53,36.15,13.23,0,0.56,0.43
20,5,0,77,1.56,32.81,22.68,9.16,0,0.71,0.29
5,28,19,2614,1.64,25.87,26.18,5.93,0,0.7,0.3
2,9,8,171,1.54,31.13,34.6,7.6,0,0.68,0.32
18,20,23,1659,1.69,24.93,16.6,6.67,0,0.63,0.37
20,20,3,125,1.55,11.34,7.4,2.38,0,0.34,0.66
28,3,0,203,1.65,19.01,14.05,4.68,0,0.4,0.59
2,9,2,920,1.57,21.65,16.82,5.28,0,0.59,0.4
7,7,8,842,1.78,9.28,10.18,1.63,0,0.34,0.66
7,9,15,91,1.81,15.25,14.18,2.85,0,0.44,0.56
20,3,3,36,1.86,18.43,12.97,4.59,0,0.36,0.64
10,5,22,23321,1.72,16.16,15.32,3.09,0,0.67,0.33
3,9,1,52,1.75,19.06,13.73,4.61,0,0.46,0.54
5,15,4,2044,1.79,63.89,31.27,17.4,0.99,0.7,0.29
5,15,23,195,1.7,61.05,47.1,17.28,0.81,0.54,0.45
10,7,5,444,1.59,16.92,12.67,4.01,0,0.36,0.64
5,20,16,459,1.62,40.06,47.51,9.72,0,0.54,0.45
15,9,21,919,1.76,42.65,30.36,12.87,0.01,0.52,0.48
23,10,10,770,1.77,28.74,31.98,5.92,0,0.73,0.27
5,3,3,2278,1.75,38.63,26.55,11.34,0,0.52,0.47
18,20,5,446,1.67,22.5,15.37,6.29,0,0.63,0.36
28,7,21,31,1.36,33.54,24.42,7.44,0,0.65,0.35
18,2,15,754,1.76,30.33,35.06,6.57,0,0.6,0.39
2,3,20,271,1.8,42.71,40.13,11.57,0,0.72,0.28
10,3,9,353,1.74,29.97,22.2,7.8,0,0.63,0.37
21,12,8,58,1.6,50.82,52.86,13.63,0,0.53,0.47
10,2,15,1385,1.68,26.7,24.69,6.51,0,0.66,0.34
28,3,17,78,1.83,20.98,20.72,4.02,0,0.4,0.6
23,2,2,1640,1.67,14.81,13.3,2.97,0,0.72,0.28
21,3,22,964,1.76,29.89,18.51,8.21,0,0.48,0.52
7,29,17,2,1,40.18,58,8.75,0,1,0
15,10,16,2414,1.65,59.64,54.12,16.95,0.47,0.64,0.36
10,26,20,2,1.5,73.2,40,18.06,0,1,0
18,2,7,1728,1.55,25.37,25,6.11,0,0.79,0.21
18,20,15,587,1.7,24.51,25.26,6.15,0,0.58,0.42
23,3,0,248,1.73,45.25,34.09,12.12,0,0.65,0.33
21,2,14,1286,1.71,48.04,39.21,12.53,0,0.75,0.24
5,3,13,599,1.73,44.8,41.78,11.45,0.01,0.49,0.51
5,26,4,10,1.8,89.08,30.8,16.87,0,0.9,0.1
15,22,22,59,1.59,43.23,24.24,12.88,0,0.29,0.71
10,12,15,58,1.62,36.28,35.91,8.53,0.03,0.57,0.43
10,9,9,438,1.64,23.55,17.68,5.1,0,0.64,0.36
21,21,19,225,1.7,22.57,13.34,5.34,0,0.49,0.49
21,12,12,79,1.72,41.6,47.33,11.78,0,0.48,0.52
2,2,20,4554,1.67,11.6,9.35,1.95,0,0.6,0.39
21,15,22,90,1.73,36.03,21.41,11.3,0,0.55,0.43
15,12,22,298,1.73,37.77,23.7,11.06,0,0.36,0.63
18,3,22,749,1.73,38.88,28.9,50.35,0,0.61,0.38
9,9,23,549,1.66,13.05,11.87,2.68,0,0.43,0.56
22,22,3,1,1,69.3,0,7.3,0,1,0
21,16,1,1,3,45.88,21,12,0,0,1
23,28,4,236,1.75,27.78,20.05,7.81,0,0.52,0.47
29,5,15,3,1,63.66,78.67,20.23,0.67,0,1
15,12,0,298,1.72,35.19,18.61,10.27,0,0.36,0.64
21,21,8,176,1.51,21.87,17.16,5.31,0,0.45,0.5
10,5,0,12405,1.74,16.46,15.7,3.39,0,0.65,0.34
5,12,23,633,1.68,43.51,36.8,11.15,0.02,0.65,0.34
15,12,23,362,1.68,34.96,20.09,10.54,0,0.32,0.67
15,13,6,69,1.67,17.66,27.8,4.98,0,0.13,0.82
5,20,20,1753,1.61,35.73,30.68,9.77,0,0.73,0.27
7,12,7,7,2.14,42.76,30,12.39,0,0.71,0.29
7,9,0,259,1.59,12.77,9.85,2.65,0,0.37,0.63
9,15,6,55,1.56,43.43,22.27,12.65,0.09,0.67,0.33
18,18,15,24092,1.74,8.97,8.63,1.27,0,0.51,0.49
7,9,2,267,1.92,13,9.29,2.82,0,0.38,0.61
3,1,7,6,1.17,18.11,12.17,4.84,0,0.33,0.67
9,5,3,88,1.89,26.31,20.85,6.57,0.01,0.65,0.35
15,25,21,34,1.91,56.69,29.32,16.65,0,0.41,0.59
28,28,5,374,1.71,8.23,8.67,1.37,0,0.34,0.65
15,18,13,1088,1.77,63.27,65.72,20.48,0.99,0.55,0.45
15,5,22,5692,1.77,63.55,46.35,18.42,0.99,0.67,0.33
15,5,18,5183,1.85,63.12,55.08,18.23,0.99,0.57,0.42
10,2,16,1117,1.68,27.48,25.09,6.37,0,0.67,0.33
2,9,23,1661,1.7,23.75,21.4,5.46,0,0.66,0.33
10,1,4,25,1.28,42.15,22.12,12.04,0,0.52,0.48
15,7,8,317,1.72,40.65,36.49,12.32,0.01,0.3,0.69
5,21,22,267,1.68,54.55,39.14,12.33,0,0.7,0.29
10,3,7,463,1.66,27.84,28.58,7.04,0.01,0.65,0.35
9,5,17,386,1.73,46.57,40.99,9.34,0.09,0.81,0.19
15,9,18,781,1.77,45.39,43.49,13.15,0.01,0.43,0.56
2,29,18,10,1.7,62.76,51.7,13.82,0,0.7,0.3
15,3,8,663,1.77,37.93,31.95,11.19,0.01,0.37,0.62
20,28,13,97,1.57,12.34,10.65,2.37,0,0.48,0.52
23,18,6,361,1.64,15.98,11.68,3.7,0,0.74,0.26
21,10,21,4250,1.7,34.15,19.74,8.5,0,0.79,0.21
7,7,18,335,1.78,11.68,15.16,1.94,0.01,0.33,0.67
7,5,14,120,1.99,29.85,30.05,5.47,0.09,0.54,0.45
28,28,2,744,1.68,8.65,5.49,1.35,0,0.39,0.61
21,21,1,87,1.71,27.39,10.99,5.88,0,0.43,0.54
10,21,4,1412,1.61,36.44,16.76,8.76,0,0.8,0.2
5,20,0,3721,1.72,34.82,24.67,9.8,0,0.64,0.35
10,3,14,372,1.77,32.37,35.22,8.2,0,0.45,0.54
2,2,6,1551,1.49,9.72,7.74,1.68,0,0.5,0.49
2,9,20,746,1.72,27.2,22.42,6.32,0,0.69,0.31
9,7,14,113,1.77,12.37,10.83,2.35,0,0.41,0.59
10,7,21,1391,1.63,19.9,17.79,4.57,0,0.51,0.48
10,9,11,453,1.73,23.72,19.6,5.3,0,0.5,0.5
5,9,4,4313,1.76,27.66,24.46,7.3,0,0.49,0.51
10,9,23,2719,1.67,21.13,18.59,4.75,0,0.6,0.39
23,3,1,190,1.68,44.28,32.01,12.48,0,0.59,0.4
15,17,18,24,1.88,58.59,31.38,12.55,0,0.75,0.25
7,23,0,13,1.54,34.89,33.77,7.51,0.15,0.77,0.15
7,10,10,398,1.69,14.37,15.41,2.87,0,0.41,0.59
15,1,4,11,1.45,43.81,127.36,13.6,0,0.45,0.55
15,9,4,59,1.25,38.15,23.37,12.4,0,0.32,0.64
5,7,15,613,1.75,31.34,35.64,6.17,0.01,0.53,0.46
23,10,15,968,1.71,29.2,35.76,5.66,0,0.73,0.27
2,5,6,5965,1.52,18.59,15.75,4.49,0,0.74,0.26
9,21,16,42,1.36,22.42,14.83,4.63,0,0.55,0.43
28,9,12,23,1.7,29.78,23.26,5.34,0,0.74,0.26
3,12,22,23,1.78,16.65,12.52,3.77,0.04,0.13,0.87
2,7,22,336,1.69,35.72,31.48,9.54,0,0.7,0.3
28,28,0,1275,1.68,8.92,7.05,1.43,0,0.39,0.6
10,9,13,529,1.7,25.03,25.11,5.36,0,0.54,0.46
15,3,14,860,1.71,41.73,41.12,12.26,0.01,0.34,0.65
28,20,20,268,1.73,16.46,18.7,3.79,0,0.43,0.56
9,7,6,142,1.57,10.7,7.56,2.32,0,0.28,0.72
5,12,12,177,1.73,44.43,36.86,10.36,0.01,0.59,0.4
21,2,19,1464,1.69,45.21,30.45,12.03,0,0.83,0.16
5,28,0,5764,1.71,25.91,21.69,6.55,0,0.7,0.29
21,10,6,65,1.71,33.32,22.54,8.27,0,0.75,0.25
9,12,3,45,1.56,25.57,18.4,7.43,0,0.29,0.69
20,20,19,148,1.72,10.9,8.45,2.14,0,0.3,0.68
10,1,17,18,1.44,52.64,49.06,13.6,0,0.5,0.5
15,10,1,1387,1.67,55.66,27.2,16.78,0.36,0.75,0.25
10,7,9,397,1.73,17.59,15.76,3.76,0,0.44,0.55
5,7,23,5670,1.7,28.62,28.71,6.22,0,0.63,0.36
15,21,19,300,1.68,42.42,26.72,12.26,0,0.5,0.48
4,11,6,1,1,33.96,31,7.9,0,1,0
5,5,16,92355,1.71,12.11,13.05,1.69,0,0.51,0.49
15,25,2,5,3.2,56.37,31.2,22.83,0,0,1
18,10,15,17079,1.71,12.37,13.92,1.88,0,0.56,0.44
5,15,2,118,1.67,58.82,35.2,17.15,0.81,0.5,0.49
5,5,17,109971,1.71,12.46,13.08,1.73,0,0.54,0.46
10,28,1,1353,1.67,15.35,13.39,3.44,0,0.53,0.46
21,1,15,73,1.75,49.58,41.6,13.1,0,0.45,0.55
18,20,22,1653,1.73,24.7,18.52,6.56,0,0.64,0.35
23,5,11,12607,1.68,14.7,16.56,2.25,0,0.68,0.32
23,10,6,349,1.59,22.26,17.53,5.52,0,0.76,0.23
28,18,7,1112,1.72,12.65,13.4,2.59,0,0.62,0.38
18,3,7,205,1.68,35.78,24.89,9.34,0,0.65,0.33
9,10,0,818,1.75,16.09,11.71,3.41,0.01,0.54,0.46
12,10,17,17,1.82,24.35,25.88,4.98,0,0.71,0.29
7,3,5,108,1.57,24.18,16.05,6.51,0.01,0.36,0.63
5,17,23,36,1.64,67.13,38.97,16.99,0.03,0.83,0.17
10,2,7,4214,1.6,25.73,19.94,6.82,0,0.78,0.22
15,29,10,258,1.74,21.58,18.22,6.25,0,0.24,0.75
5,10,18,46936,1.66,17.04,17.68,3.46,0,0.67,0.33
20,20,1,240,1.67,11.24,7.8,2.27,0,0.38,0.61
5,15,8,2630,1.77,64.11,41.63,17.92,0.99,0.69,0.31
7,5,0,198,1.68,25.28,20.06,5.48,0.08,0.47,0.52
18,2,17,747,1.7,33.22,40.68,6.8,0,0.66,0.34
5,1,18,56,1.59,59.37,49.48,15.3,0.04,0.68,0.29
7,7,2,1525,1.75,10.11,10.71,1.86,0,0.21,0.78
5,10,21,70289,1.68,17.26,15.86,3.36,0,0.73,0.27
5,23,2,5042,1.75,11.57,10.9,1.94,0,0.63,0.36
5,28,17,1633,1.69,27.65,32.06,5.8,0,0.61,0.39
5,28,16,1290,1.71,27.73,32.38,5.84,0,0.62,0.38
7,28,2,20,1.8,31.16,22.4,8.3,0,0.4,0.6
15,21,14,395,1.68,45.75,39.42,12.86,0,0.51,0.48
5,17,1,28,1.89,67.83,36.79,17.29,0,0.72,0.28
1,6,10,1,1,14.8,7,4.64,0,0,1
18,2,2,328,1.64,27.19,20.86,7.03,0,0.7,0.3
7,20,1,27,1.96,38.33,21.89,10.9,0,0.37,0.59
15,1,17,88,1.68,60.02,41.82,16.77,0.01,0.41,0.57
18,28,6,981,1.57,12.21,10.72,2.6,0,0.62,0.37
18,7,6,70,1.7,26.39,22.74,6.62,0.01,0.43,0.57
15,22,13,49,2.14,47.45,29.84,14,0,0.18,0.82
15,6,13,25,1.48,36.82,27.96,10.27,0,0.36,0.64
5,20,4,1825,1.75,33.57,21.96,10.21,0,0.47,0.52
18,9,4,241,1.69,32.19,24.42,8.29,0,0.67,0.32
28,15,14,75,1.64,64.35,53.64,18.69,0.99,0.68,0.31
23,12,2,29,2,33.25,25.28,9.85,0,0.34,0.59
3,12,5,11,1,16.9,11,4.07,0,0.09,0.91
21,21,23,215,1.74,20.62,12.14,4.87,0,0.44,0.51
10,2,3,999,1.69,18.82,15.02,4.57,0,0.64,0.35
4,11,8,2,1,35.4,20,7.05,0,1,0
10,15,5,1189,1.65,64.14,29.39,18.04,0.89,0.83,0.17
7,10,15,192,1.57,14.96,14.79,3,0.01,0.33,0.67
15,20,0,267,1.62,62.51,30.28,20.41,0.51,0.48,0.51
15,10,9,695,1.69,54.74,42.96,16.52,0.38,0.55,0.44
9,5,9,474,1.59,45.34,38.56,9.22,0.03,0.86,0.13
15,17,20,17,1.24,46.42,25.06,14.21,0,0.29,0.65
28,28,19,910,1.72,9.9,9.44,1.47,0,0.43,0.56
5,20,2,2715,1.74,33.8,22.2,9.97,0,0.59,0.4
10,9,1,2438,1.67,18.46,15.93,4.18,0,0.57,0.42
18,10,0,9191,1.65,14.17,11.52,2.75,0,0.66,0.34
9,3,19,54,1.74,31.65,20.39,7.87,0,0.52,0.48
21,28,8,156,1.71,36.95,27.24,7.95,0.01,0.71,0.29
9,3,8,67,1.66,23.32,16.31,5.38,0,0.6,0.37
2,2,2,1400,1.66,11.43,7.87,2.12,0,0.56,0.43
9,10,23,761,1.62,18.49,16.96,3.95,0.01,0.63,0.37
28,3,20,120,1.76,18.84,17.1,4.24,0,0.33,0.64
15,15,5,112,1.36,21.65,13.52,6.45,0.12,0.35,0.53
9,7,11,121,1.69,12.09,10.45,2.42,0,0.36,0.62
2,3,0,386,1.6,38.03,28.05,10.6,0,0.61,0.38
18,2,10,1297,1.72,28.16,30.29,6.39,0,0.61,0.39
10,7,23,2155,1.64,20.32,19.2,4.66,0,0.44,0.55
7,5,7,932,1.62,23.34,25.09,4.78,0.01,0.59,0.41
10,20,15,401,1.65,28.87,31.22,6.69,0,0.56,0.44
18,3,0,541,1.61,33.95,25.14,9.25,0,0.51,0.48
28,21,0,6,1.17,43.67,22,10.99,0,0.5,0.5
7,7,4,1650,1.74,9.96,10.05,1.81,0,0.15,0.83
10,3,10,352,1.68,28.43,26.15,7.4,0,0.56,0.44
10,21,11,1132,1.71,39.41,23.95,9.05,0,0.73,0.27
28,20,4,200,1.74,15.24,16.5,3.64,0,0.41,0.59
5,11,23,22,1.59,88.57,44.64,17.57,0,0.73,0.18
28,3,13,51,1.71,18.55,17.16,4.1,0,0.39,0.61
15,20,1,157,1.71,63.46,29.42,20.55,0.48,0.47,0.53
5,18,15,22013,1.72,14.62,17.87,2.27,0,0.54,0.45
5,15,0,80,1.99,64.08,37.21,17.42,0.74,0.59,0.4
15,28,18,201,1.98,64.49,48.33,18.99,0.91,0.53,0.47
28,2,11,45,1.73,38.08,33.11,9.83,0,0.76,0.24
3,3,12,120,1.91,12.31,10.57,2.45,0.02,0.33,0.66
15,28,12,144,1.67,65.64,50.46,19.41,0.94,0.61,0.39
2,10,7,1266,1.61,24.47,22.61,6.1,0,0.73,0.27
9,28,12,20,1.35,35.57,21.05,6.84,0,0.6,0.4
5,1,3,165,1.72,54.37,31.56,15.93,0,0.6,0.39
5,5,20,190605,1.7,11.36,10.92,1.67,0,0.62,0.37
21,23,19,417,1.73,51.61,36.72,12.44,0,0.87,0.13
9,21,0,17,1.82,20.63,12.53,4.7,0,0.53,0.47
5,10,15,31014,1.68,16.26,19.03,3.62,0,0.58,0.42
2,9,4,454,1.58,22.78,17.79,5.77,0,0.49,0.5
10,29,7,11,1,49.23,27.36,14.03,0,0.73,0.27
5,2,16,9359,1.72,20.9,23.09,3.9,0,0.6,0.4
23,20,23,285,1.67,39.6,29.55,10.73,0,0.78,0.22
20,1,21,8,1.63,19.05,15,4.03,0,0,1
23,3,19,101,1.73,46.56,37.47,11.83,0,0.68,0.3
10,18,18,19056,1.69,12.79,12.62,1.89,0,0.59,0.4
5,2,0,19820,1.7,18.36,16.38,3.87,0,0.74,0.26
2,7,8,46,1.72,34.36,25.93,9.49,0,0.72,0.28
5,15,17,3505,1.78,63.97,66.11,17.49,0.98,0.63,0.37
10,5,3,3651,1.68,15.19,13.75,3.36,0,0.63,0.36
9,10,21,555,1.75,21.67,14.79,4.73,0.01,0.64,0.36
5,4,12,10,1.9,76.85,62.4,21.31,0,0.6,0.3
10,5,1,7869,1.73,15.7,13.39,3.34,0,0.67,0.33
5,3,22,3322,1.67,43.97,35.03,11.21,0,0.7,0.29
18,14,21,1,1,85.3,28,15.63,0,1,0
20,20,5,59,1.71,12.02,7.32,2.66,0,0.19,0.81
10,10,2,9195,1.69,11.41,9.14,2.19,0,0.53,0.46
2,10,12,1663,1.67,24.49,24.3,5.74,0,0.65,0.34
9,22,23,5,1.4,31.3,21.4,7.55,0,0.6,0.4
15,28,10,100,1.72,63.58,47.24,19.1,0.94,0.57,0.42
15,18,22,1287,1.77,64.09,46.77,19.94,0.99,0.7,0.3
10,5,19,29432,1.72,16.75,17.03,285.96,0,0.66,0.34
23,20,3,192,1.68,36.31,24.38,10.85,0,0.54,0.45
15,21,15,415,1.85,49.03,36.57,13.62,0,0.49,0.51
2,23,8,3109,1.58,12.6,11.53,2.09,0,0.74,0.26
5,29,23,190,1.69,58.73,41.12,15.63,0.03,0.63,0.37
10,28,4,682,1.73,15.42,15.18,3.62,0,0.45,0.54
15,11,14,9,1.67,109.78,65.89,22.9,0,0.44,0.56
2,10,1,3655,1.69,19.43,15.78,4.51,0,0.67,0.32
5,21,19,1677,1.71,51.24,30.91,11.19,0,0.82,0.18
21,10,12,2101,1.72,34.59,26.54,8.42,0,0.67,0.32
28,18,23,806,1.7,12.93,9.49,2.48,0,0.58,0.41
7,2,11,17,1.41,36.05,28.35,9.06,0.06,0.76,0.24
5,7,20,2349,1.64,27.41,23.83,6.07,0,0.67,0.33
5,12,4,391,1.68,37.81,26.83,10.87,0.01,0.47,0.5
18,10,23,14623,1.72,14.08,12.36,2.63,0,0.66,0.34
9,7,2,302,1.75,13.27,14.08,2.89,0,0.33,0.66
9,28,19,16,1.5,35.45,25.31,7.31,0,0.69,0.31
5,8,12,12,1.92,58.93,43.33,15.73,0,0.33,0.67
10,2,5,655,1.56,22.88,17.05,6.1,0,0.63,0.37
5,12,13,149,1.63,44.43,37.95,10.41,0.02,0.59,0.38
3,12,1,23,1.57,13.79,9.35,3.24,0,0.3,0.65
15,12,20,260,1.81,38.69,23.77,10.9,0,0.32,0.67
21,8,17,25,2.16,46.62,32.96,12.04,0,0.64,0.36
9,7,18,113,1.65,13.58,12,2.49,0,0.49,0.51
23,28,15,64,1.33,32.64,35.58,7.32,0,0.7,0.28
9,12,2,40,1.85,23.65,15.2,5.67,0,0.35,0.63
20,5,1,47,1.68,31.8,20.15,9.4,0,0.62,0.38
10,21,22,60,1.73,34.52,43.47,8.76,0,0.57,0.42
23,10,3,2086,1.72,23.01,21.03,5.56,0,0.69,0.3
5,9,9,698,1.65,38.24,31.87,9.03,0,0.68,0.32
18,5,1,6788,1.71,13.44,12.76,2.6,0,0.62,0.38
5,18,2,10731,1.7,15.19,12.57,3.2,0,0.69,0.3
3,7,12,34,1.68,18.4,17.06,4.6,0,0.06,0.91
28,5,19,460,1.53,26.17,24.42,5.86,0,0.67,0.32
9,9,15,197,1.6,15.84,14.65,3.32,0.01,0.43,0.57
9,9,6,379,1.67,8.89,5.5,1.74,0,0.22,0.77
21,7,17,605,1.76,18.33,16.74,3.89,0,0.45,0.55
5,20,11,704,1.73,36.08,29.95,9.83,0,0.57,0.43
2,9,16,205,1.74,33.66,37.12,7.14,0,0.67,0.32
21,9,9,503,1.76,31.41,27.34,8.71,0,0.6,0.39
2,15,11,283,1.62,62.55,46.33,20.48,0.89,0.75,0.24
15,7,22,577,1.7,40.16,28.41,12.68,0.01,0.38,0.61
5,5,10,120915,1.68,11.42,12.89,1.59,0,0.55,0.45
5,28,22,5139,1.71,26.02,22.15,6.31,0,0.74,0.26
15,3,17,801,1.75,41.94,38.12,12.11,0,0.31,0.68
5,1,11,53,1.55,60.73,42.92,16.33,0.02,0.55,0.42
10,18,9,13570,1.64,11.8,11.66,1.86,0,0.65,0.35
2,5,10,10671,1.68,19.93,20.64,3.89,0,0.67,0.33
18,12,11,28,1.86,53.18,86.68,12.26,0,0.54,0.46
10,15,11,475,1.77,64.18,41.48,18.37,0.92,0.76,0.24
10,18,7,9844,1.63,11.25,10.98,1.91,0,0.65,0.35
10,20,3,370,1.53,26.1,17.18,7.46,0,0.45,0.52
18,20,20,1248,1.67,24.52,16.11,6.46,0,0.69,0.31
5,7,11,506,1.68,28.56,31.55,6.25,0,0.49,0.51
9,12,5,15,1.67,23.66,15.47,5.33,0,0.47,0.53
5,18,16,18514,1.73,15.39,17.66,2.36,0,0.55,0.45
7,23,6,40,1.2,32.33,25.75,7.91,0.03,0.48,0.52
21,7,2,99,1.88,15.28,10.06,3.63,0,0.47,0.52
23,10,1,2911,1.71,23.81,21.07,5.45,0,0.79,0.21
